year,qtr,cbsa,low,high
2008,4,47300,2.51,
2008,4,47380,.51,1.02
2008,4,47460,1.35,1.47
2008,4,47580,1.79,2.06
2008,4,47900,2.06,2.51
2008,4,47940,1.14,1.25
2008,4,48060,1.35,1.47
2008,4,48140,1.25,1.35
2008,4,48260,1.14,1.25
2008,4,48300,2.06,2.51
2008,4,48540,1.02,1.14
2008,4,48620,1.14,1.25
2008,4,48660,1.25,1.35
2008,4,48700,1.25,1.35
2008,4,48900,2.06,2.51
2008,4,49020,2.51,
2008,4,49180,1.79,2.06
2008,4,49340,2.06,2.51
2008,4,49420,1.61,1.79
2008,4,49620,1.79,2.06
2008,4,49660,1.47,1.61
2008,4,49700,2.51,
2008,4,49740,2.51,
2009,1,10180,1.25,1.35
2009,1,10420,1.79,2.06
2009,1,10500,1.35,1.47
2009,1,10540,1.79,2.06
2009,1,10580,1.35,1.47
2009,1,10740,2.06,2.51
2009,1,10780,1.14,1.25
2009,1,10900,2.06,2.51
2009,1,11020,1.02,1.14
2009,1,11100,1.25,1.35
2009,1,11180,1.25,1.35
2009,1,11260,2.06,2.51
2009,1,11460,1.47,1.61
2009,1,11500,1.61,1.79
2009,1,11540,1.35,1.47
2009,1,11700,2.51,
2009,1,12020,1.79,2.06
2009,1,12060,2.06,2.51
2009,1,12100,1.79,2.06
2009,1,12220,2.06,2.51
2009,1,12260,1.79,2.06
2009,1,12420,1.61,1.79
2009,1,12540,2.51,
2009,1,12580,2.06,2.51
2009,1,12620,1.47,1.61
2009,1,12700,2.51,
2009,1,12940,1.35,1.47
2009,1,12980,1.35,1.47
2009,1,13020,1.79,2.06
2009,1,13140,1.02,1.14
2009,1,13220,1.35,1.47
2009,1,13380,2.51,
2009,1,13460,2.51,
2009,1,13740,1.61,1.79
2009,1,13780,1.14,1.25
2009,1,13820,1.61,1.79
2009,1,13900,1.14,1.25
2009,1,13980,1.61,1.79
2009,1,14010,1.25,1.35
2009,1,14020,1.47,1.61
2009,1,14100,.51,1.02
2009,1,14260,2.06,2.51
2009,1,14460,1.61,1.79
2009,1,14500,1.79,2.06
2009,1,14540,1.47,1.61
2009,1,14740,2.51,
2009,1,14860,1.79,2.06
2009,1,15180,1.25,1.35
2009,1,15260,2.06,2.51
2009,1,15380,1.14,1.25
2009,1,15500,2.06,2.51
2009,1,15540,1.47,1.61
2009,1,15680,2.51,
2009,1,15940,1.79,2.06
2009,1,15980,2.51,
2009,1,16020,1.47,1.61
2009,1,16060,1.14,1.25
2009,1,16180,1.79,2.06
2009,1,16220,1.14,1.25
2009,1,16300,1.25,1.35
2009,1,16540,1.61,1.79
2009,1,16580,1.35,1.47
2009,1,16620,.51,1.02
2009,1,16700,2.51,
2009,1,16740,2.06,2.51
2009,1,16820,2.06,2.51
2009,1,16860,1.61,1.79
2009,1,16940,1.79,2.06
2009,1,16980,1.79,2.06
2009,1,17020,2.51,
2009,1,17140,1.61,1.79
2009,1,17300,2.51,
2009,1,17420,2.06,2.51
2009,1,17460,1.47,1.61
2009,1,17660,2.51,
2009,1,17780,1.02,1.14
2009,1,17820,2.51,
2009,1,17860,1.25,1.35
2009,1,17900,1.61,1.79
2009,1,17980,2.06,2.51
2009,1,18020,1.25,1.35
2009,1,18140,1.61,1.79
2009,1,18580,1.35,1.47
2009,1,18700,2.06,2.51
2009,1,18880,2.51,
2009,1,19060,1.47,1.61
2009,1,19100,1.35,1.47
2009,1,19140,1.25,1.35
2009,1,19180,1.14,1.25
2009,1,19300,2.51,
2009,1,19340,1.14,1.25
2009,1,19380,1.47,1.61
2009,1,19460,1.79,2.06
2009,1,19500,1.02,1.14
2009,1,19660,2.51,
2009,1,19740,2.06,2.51
2009,1,19780,1.25,1.35
2009,1,19820,1.79,2.06
2009,1,20020,2.06,2.51
2009,1,20100,2.51,
2009,1,20220,1.35,1.47
2009,1,20260,1.47,1.61
2009,1,20500,1.14,1.25
2009,1,20700,2.51,
2009,1,20740,1.35,1.47
2009,1,20940,2.51,
2009,1,21060,1.61,1.79
2009,1,21140,1.35,1.47
2009,1,21300,1.14,1.25
2009,1,21340,1.47,1.61
2009,1,21500,1.14,1.25
2009,1,21660,2.51,
2009,1,21780,1.35,1.47
2009,1,21820,1.79,2.06
2009,1,22020,1.14,1.25
2009,1,22140,1.35,1.47
2009,1,22180,2.06,2.51
2009,1,22220,1.61,1.79
2009,1,22380,2.06,2.51
2009,1,22420,2.06,2.51
2009,1,22500,1.35,1.47
2009,1,22520,1.79,2.06
2009,1,22540,1.61,1.79
2009,1,22660,2.51,
2009,1,22900,1.25,1.35
2009,1,23060,1.61,1.79
2009,1,23420,2.06,2.51
2009,1,23460,1.79,2.06
2009,1,23540,1.35,1.47
2009,1,23580,2.06,2.51
2009,1,23900,2.51,
2009,1,24020,1.79,2.06
2009,1,24140,1.47,1.61
2009,1,24220,1.25,1.35
2009,1,24260,1.61,1.79
2009,1,24300,2.06,2.51
2009,1,24340,1.61,1.79
2009,1,24420,2.51,
2009,1,24500,1.79,2.06
2009,1,24540,2.51,
2009,1,24580,1.35,1.47
2009,1,24660,1.61,1.79
2009,1,24780,1.79,2.06
2009,1,24860,1.79,2.06
2009,1,25060,1.47,1.61
2009,1,25180,2.51,
2009,1,25220,2.06,2.51
2009,1,25260,2.06,2.51
2009,1,25420,1.25,1.35
2009,1,25500,1.35,1.47
2009,1,25540,1.35,1.47
2009,1,25620,1.79,2.06
2009,1,25860,1.79,2.06
2009,1,25940,2.51,
2009,1,25980,2.06,2.51
2009,1,26140,2.51,
2009,1,26300,2.06,2.51
2009,1,26380,.51,1.02
2009,1,26420,1.14,1.25
2009,1,26580,1.35,1.47
2009,1,26620,1.35,1.47
2009,1,26820,1.61,1.79
2009,1,26900,1.61,1.79
2009,1,26980,1.47,1.61
2009,1,27060,1.14,1.25
2009,1,27100,2.06,2.51
2009,1,27140,1.47,1.61
2009,1,27180,1.14,1.25
2009,1,27260,2.51,
2009,1,27340,2.51,
2009,1,27500,1.79,2.06
2009,1,27620,1.25,1.35
2009,1,27740,1.79,2.06
2009,1,27780,1.02,1.14
2009,1,27860,1.61,1.79
2009,1,27900,1.25,1.35
2009,1,27980,2.51,
2009,1,28020,1.79,2.06
2009,1,28100,1.61,1.79
2009,1,28140,1.61,1.79
2009,1,28420,1.47,1.61
2009,1,28660,2.06,2.51
2009,1,28700,1.61,1.79
2009,1,28740,2.51,
2009,1,28940,1.79,2.06
2009,1,29020,1.25,1.35
2009,1,29100,1.02,1.14
2009,1,29180,1.02,1.14
2009,1,29200,1.47,1.61
2009,1,29340,.51,1.02
2009,1,29420,2.51,
2009,1,29460,2.51,
2009,1,29540,1.47,1.61
2009,1,29620,1.61,1.79
2009,1,29700,1.25,1.35
2009,1,29740,1.61,1.79
2009,1,29820,2.51,
2009,1,29940,1.79,2.06
2009,1,30020,1.61,1.79
2009,1,30140,1.79,2.06
2009,1,30300,1.61,1.79
2009,1,30340,1.61,1.79
2009,1,30460,1.61,1.79
2009,1,30620,1.14,1.25
2009,1,30700,1.35,1.47
2009,1,30780,1.35,1.47
2009,1,30860,2.06,2.51
2009,1,30980,1.02,1.14
2009,1,31020,2.06,2.51
2009,1,31080,2.51,
2009,1,31140,1.47,1.61
2009,1,31180,1.25,1.35
2009,1,31340,1.79,2.06
2009,1,31420,1.61,1.79
2009,1,31460,2.51,
2009,1,31540,1.35,1.47
2009,1,31700,1.79,2.06
2009,1,31740,1.25,1.35
2009,1,31860,1.61,1.79
2009,1,31900,1.47,1.61
2009,1,32580,1.47,1.61
2009,1,32780,2.51,
2009,1,32820,1.47,1.61
2009,1,32900,2.51,
2009,1,33100,2.51,
2009,1,33140,1.79,2.06
2009,1,33220,1.47,1.61
2009,1,33260,1.02,1.14
2009,1,33340,1.35,1.47
2009,1,33460,1.79,2.06
2009,1,33540,1.79,2.06
2009,1,33660,1.47,1.61
2009,1,33700,2.51,
2009,1,33740,1.35,1.47
2009,1,33780,2.51,
2009,1,33860,1.61,1.79
2009,1,34060,1.14,1.25
2009,1,34100,2.06,2.51
2009,1,34580,2.51,
2009,1,34620,1.25,1.35
2009,1,34740,1.79,2.06
2009,1,34820,2.51,
2009,1,34900,2.51,
2009,1,34940,2.51,
2009,1,34980,1.79,2.06
2009,1,35100,2.06,2.51
2009,1,35300,1.79,2.06
2009,1,35380,1.35,1.47
2009,1,35620,1.61,1.79
2009,1,35660,1.79,2.06
2009,1,35840,2.51,
2009,1,35980,1.61,1.79
2009,1,36100,2.51,
2009,1,36140,2.51,
2009,1,36220,.51,1.02
2009,1,36260,2.51,
2009,1,36420,1.35,1.47
2009,1,36500,2.51,
2009,1,36540,1.35,1.47
2009,1,36740,2.51,
2009,1,36780,1.02,1.14
2009,1,36980,1.25,1.35
2009,1,37100,2.51,
2009,1,37340,2.51,
2009,1,37460,2.51,
2009,1,37620,1.14,1.25
2009,1,37860,2.51,
2009,1,37900,1.02,1.14
2009,1,37980,1.79,2.06
2009,1,38060,2.51,
2009,1,38220,.51,1.02
2009,1,38300,1.14,1.25
2009,1,38340,1.35,1.47
2009,1,38540,2.06,2.51
2009,1,38860,2.06,2.51
2009,1,38900,2.51,
2009,1,38940,2.51,
2009,1,39140,2.51,
2009,1,39300,2.06,2.51
2009,1,39340,2.51,
2009,1,39380,2.06,2.51
2009,1,39460,2.51,
2009,1,39540,2.06,2.51
2009,1,39580,2.06,2.51
2009,1,39660,2.06,2.51
2009,1,39740,1.61,1.79
2009,1,39820,2.51,
2009,1,39900,2.51,
2009,1,40060,1.79,2.06
2009,1,40140,2.51,
2009,1,40220,1.61,1.79
2009,1,40340,1.61,1.79
2009,1,40380,1.25,1.35
2009,1,40420,1.79,2.06
2009,1,40580,1.47,1.61
2009,1,40660,1.47,1.61
2009,1,40900,2.51,
2009,1,40980,1.35,1.47
2009,1,41060,1.35,1.47
2009,1,41100,2.51,
2009,1,41140,1.25,1.35
2009,1,41180,1.61,1.79
2009,1,41420,2.06,2.51
2009,1,41500,2.51,
2009,1,41540,2.51,
2009,1,41620,1.61,1.79
2009,1,41660,1.25,1.35
2009,1,41700,1.61,1.79
2009,1,41740,2.51,
2009,1,41860,2.51,
2009,1,41940,2.06,2.51
2009,1,42020,2.51,
2009,1,42100,2.51,
2009,1,42140,2.51,
2009,1,42200,2.51,
2009,1,42220,2.51,
2009,1,42340,2.06,2.51
2009,1,42540,1.25,1.35
2009,1,42660,2.06,2.51
2009,1,42680,2.51,
2009,1,42700,2.51,
2009,1,43100,1.14,1.25
2009,1,43300,1.47,1.61
2009,1,43340,1.35,1.47
2009,1,43420,2.51,
2009,1,43580,1.02,1.14
2009,1,43620,1.61,1.79
2009,1,43780,1.61,1.79
2009,1,43900,1.61,1.79
2009,1,44060,2.06,2.51
2009,1,44100,.51,1.02
2009,1,44140,1.61,1.79
2009,1,44180,1.79,2.06
2009,1,44220,2.06,2.51
2009,1,44300,1.35,1.47
2009,1,44420,2.06,2.51
2009,1,44700,2.51,
2009,1,44940,1.79,2.06
2009,1,45060,1.14,1.25
2009,1,45220,1.61,1.79
2009,1,45300,2.51,
2009,1,45460,1.35,1.47
2009,1,45500,1.02,1.14
2009,1,45540,2.51,
2009,1,45780,1.47,1.61
2009,1,45820,1.02,1.14
2009,1,45940,1.02,1.14
2009,1,46060,2.51,
2009,1,46140,1.47,1.61
2009,1,46220,1.47,1.61
2009,1,46340,1.35,1.47
2009,1,46520,2.06,2.51
2009,1,46540,1.14,1.25
2009,1,46660,2.06,2.51
2009,1,46700,2.51,
2009,1,47020,1.35,1.47
2009,1,47220,1.61,1.79
2009,1,47260,2.51,
2009,1,47300,2.51,
2009,1,47380,.51,1.02
2009,1,47460,1.14,1.25
2009,1,47580,2.06,2.51
2009,1,47900,2.06,2.51
2009,1,47940,1.14,1.25
2009,1,48060,1.35,1.47
2009,1,48140,1.14,1.25
2009,1,48260,1.14,1.25
2009,1,48300,2.06,2.51
2009,1,48540,1.02,1.14
2009,1,48620,1.25,1.35
2009,1,48660,1.35,1.47
2009,1,48700,1.25,1.35
2009,1,48900,2.51,
2009,1,49020,2.51,
2009,1,49180,1.79,2.06
2009,1,49340,2.06,2.51
2009,1,49420,1.61,1.79
2009,1,49620,1.79,2.06
2009,1,49660,1.61,1.79
2009,1,49700,2.51,
2009,1,49740,2.51,
2009,2,10180,1.14,1.25
2009,2,10420,1.61,1.79
2009,2,10500,1.25,1.35
2009,2,10540,2.06,2.51
2009,2,10580,1.25,1.35
2009,2,10740,1.79,2.06
2009,2,10780,1.25,1.35
2009,2,10900,2.06,2.51
2009,2,11020,1.02,1.14
2009,2,11100,1.14,1.25
2009,2,11180,1.25,1.35
2009,2,11260,1.79,2.06
2009,2,11460,1.35,1.47
2009,2,11500,1.61,1.79
2009,2,11540,1.25,1.35
2009,2,11700,2.06,2.51
2009,2,12020,1.79,2.06
2009,2,12060,2.06,2.51
2009,2,12100,1.79,2.06
2009,2,12220,2.06,2.51
2009,2,12260,1.79,2.06
2009,2,12420,1.61,1.79
2009,2,12540,2.51,
2009,2,12580,2.06,2.51
2009,2,12620,1.47,1.61
2009,2,12700,2.51,
2009,2,12940,1.35,1.47
2009,2,12980,1.35,1.47
2009,2,13020,1.61,1.79
2009,2,13140,1.02,1.14
2009,2,13220,1.35,1.47
2009,2,13380,2.51,
2009,2,13460,2.51,
2009,2,13740,1.47,1.61
2009,2,13780,1.14,1.25
2009,2,13820,1.61,1.79
2009,2,13900,1.14,1.25
2009,2,13980,1.47,1.61
2009,2,14010,1.25,1.35
2009,2,14020,1.35,1.47
2009,2,14100,.51,1.02
2009,2,14260,2.06,2.51
2009,2,14460,1.47,1.61
2009,2,14500,1.79,2.06
2009,2,14540,1.47,1.61
2009,2,14740,2.51,
2009,2,14860,2.06,2.51
2009,2,15180,1.14,1.25
2009,2,15260,2.06,2.51
2009,2,15380,1.14,1.25
2009,2,15500,2.06,2.51
2009,2,15540,1.47,1.61
2009,2,15680,2.06,2.51
2009,2,15940,1.79,2.06
2009,2,15980,2.51,
2009,2,16020,1.47,1.61
2009,2,16060,1.02,1.14
2009,2,16180,1.61,1.79
2009,2,16220,1.14,1.25
2009,2,16300,1.25,1.35
2009,2,16540,1.61,1.79
2009,2,16580,1.35,1.47
2009,2,16620,.51,1.02
2009,2,16700,2.51,
2009,2,16740,1.79,2.06
2009,2,16820,2.06,2.51
2009,2,16860,1.61,1.79
2009,2,16940,1.79,2.06
2009,2,16980,1.79,2.06
2009,2,17020,2.51,
2009,2,17140,1.61,1.79
2009,2,17300,2.06,2.51
2009,2,17420,2.06,2.51
2009,2,17460,1.47,1.61
2009,2,17660,2.51,
2009,2,17780,1.02,1.14
2009,2,17820,2.51,
2009,2,17860,1.25,1.35
2009,2,17900,1.79,2.06
2009,2,17980,2.06,2.51
2009,2,18020,1.25,1.35
2009,2,18140,1.61,1.79
2009,2,18580,1.35,1.47
2009,2,18700,2.06,2.51
2009,2,18880,2.51,
2009,2,19060,1.35,1.47
2009,2,19100,1.35,1.47
2009,2,19140,1.14,1.25
2009,2,19180,1.14,1.25
2009,2,19300,2.51,
2009,2,19340,1.14,1.25
2009,2,19380,1.35,1.47
2009,2,19460,1.61,1.79
2009,2,19500,1.02,1.14
2009,2,19660,2.51,
2009,2,19740,2.06,2.51
2009,2,19780,1.25,1.35
2009,2,19820,1.79,2.06
2009,2,20020,1.79,2.06
2009,2,20100,2.51,
2009,2,20220,1.25,1.35
2009,2,20260,1.47,1.61
2009,2,20500,1.14,1.25
2009,2,20700,2.51,
2009,2,20740,1.35,1.47
2009,2,20940,2.06,2.51
2009,2,21060,1.61,1.79
2009,2,21140,1.25,1.35
2009,2,21300,1.14,1.25
2009,2,21340,1.47,1.61
2009,2,21500,1.14,1.25
2009,2,21660,2.51,
2009,2,21780,1.25,1.35
2009,2,21820,1.61,1.79
2009,2,22020,1.14,1.25
2009,2,22140,1.35,1.47
2009,2,22180,2.06,2.51
2009,2,22220,1.61,1.79
2009,2,22380,2.06,2.51
2009,2,22420,2.06,2.51
2009,2,22500,1.25,1.35
2009,2,22520,1.61,1.79
2009,2,22540,1.61,1.79
2009,2,22660,2.51,
2009,2,22900,1.35,1.47
2009,2,23060,1.61,1.79
2009,2,23420,2.06,2.51
2009,2,23460,1.79,2.06
2009,2,23540,1.47,1.61
2009,2,23580,2.06,2.51
2009,2,23900,2.51,
2009,2,24020,1.79,2.06
2009,2,24140,1.47,1.61
2009,2,24220,1.14,1.25
2009,2,24260,1.47,1.61
2009,2,24300,2.51,
2009,2,24340,1.61,1.79
2009,2,24420,2.51,
2009,2,24500,1.61,1.79
2009,2,24540,2.51,
2009,2,24580,1.35,1.47
2009,2,24660,1.61,1.79
2009,2,24780,1.79,2.06
2009,2,24860,1.79,2.06
2009,2,25060,1.47,1.61
2009,2,25180,2.51,
2009,2,25220,2.06,2.51
2009,2,25260,2.06,2.51
2009,2,25420,1.14,1.25
2009,2,25500,1.35,1.47
2009,2,25540,1.35,1.47
2009,2,25620,1.79,2.06
2009,2,25860,1.79,2.06
2009,2,25940,2.51,
2009,2,25980,2.06,2.51
2009,2,26140,2.51,
2009,2,26300,1.79,2.06
2009,2,26380,1.02,1.14
2009,2,26420,1.14,1.25
2009,2,26580,1.35,1.47
2009,2,26620,1.35,1.47
2009,2,26820,1.61,1.79
2009,2,26900,1.61,1.79
2009,2,26980,1.35,1.47
2009,2,27060,1.02,1.14
2009,2,27100,2.06,2.51
2009,2,27140,1.47,1.61
2009,2,27180,1.25,1.35
2009,2,27260,2.06,2.51
2009,2,27340,2.51,
2009,2,27500,1.79,2.06
2009,2,27620,1.25,1.35
2009,2,27740,1.79,2.06
2009,2,27780,1.02,1.14
2009,2,27860,1.61,1.79
2009,2,27900,1.25,1.35
2009,2,27980,2.51,
2009,2,28020,1.61,1.79
2009,2,28100,1.61,1.79
2009,2,28140,1.47,1.61
2009,2,28420,1.47,1.61
2009,2,28660,1.79,2.06
2009,2,28700,1.47,1.61
2009,2,28740,2.51,
2009,2,28940,1.61,1.79
2009,2,29020,1.02,1.14
2009,2,29100,1.02,1.14
2009,2,29180,1.14,1.25
2009,2,29200,1.47,1.61
2009,2,29340,.51,1.02
2009,2,29420,2.51,
2009,2,29460,2.06,2.51
2009,2,29540,1.47,1.61
2009,2,29620,1.47,1.61
2009,2,29700,1.25,1.35
2009,2,29740,1.61,1.79
2009,2,29820,2.51,
2009,2,29940,1.61,1.79
2009,2,30020,1.61,1.79
2009,2,30140,1.79,2.06
2009,2,30300,1.61,1.79
2009,2,30340,1.61,1.79
2009,2,30460,1.47,1.61
2009,2,30620,1.14,1.25
2009,2,30700,1.25,1.35
2009,2,30780,1.35,1.47
2009,2,30860,1.79,2.06
2009,2,30980,1.14,1.25
2009,2,31020,2.06,2.51
2009,2,31080,2.51,
2009,2,31140,1.47,1.61
2009,2,31180,1.14,1.25
2009,2,31340,1.61,1.79
2009,2,31420,1.47,1.61
2009,2,31460,2.51,
2009,2,31540,1.35,1.47
2009,2,31700,1.79,2.06
2009,2,31740,1.25,1.35
2009,2,31860,1.61,1.79
2009,2,31900,1.47,1.61
2009,2,32580,1.35,1.47
2009,2,32780,2.51,
2009,2,32820,1.35,1.47
2009,2,32900,2.51,
2009,2,33100,2.51,
2009,2,33140,1.79,2.06
2009,2,33220,1.35,1.47
2009,2,33260,.51,1.02
2009,2,33340,1.35,1.47
2009,2,33460,1.79,2.06
2009,2,33540,1.79,2.06
2009,2,33660,1.47,1.61
2009,2,33700,2.51,
2009,2,33740,1.35,1.47
2009,2,33780,2.51,
2009,2,33860,1.61,1.79
2009,2,34060,1.14,1.25
2009,2,34100,2.06,2.51
2009,2,34580,2.51,
2009,2,34620,1.25,1.35
2009,2,34740,1.79,2.06
2009,2,34820,2.51,
2009,2,34900,2.51,
2009,2,34940,2.51,
2009,2,34980,1.79,2.06
2009,2,35100,1.79,2.06
2009,2,35300,1.79,2.06
2009,2,35380,1.35,1.47
2009,2,35620,1.61,1.79
2009,2,35660,1.61,1.79
2009,2,35840,2.51,
2009,2,35980,1.61,1.79
2009,2,36100,2.51,
2009,2,36140,2.51,
2009,2,36220,.51,1.02
2009,2,36260,2.51,
2009,2,36420,1.35,1.47
2009,2,36500,2.51,
2009,2,36540,1.35,1.47
2009,2,36740,2.06,2.51
2009,2,36780,1.02,1.14
2009,2,36980,1.25,1.35
2009,2,37100,2.51,
2009,2,37340,2.51,
2009,2,37460,2.06,2.51
2009,2,37620,1.14,1.25
2009,2,37860,2.51,
2009,2,37900,1.14,1.25
2009,2,37980,1.61,1.79
2009,2,38060,2.51,
2009,2,38220,.51,1.02
2009,2,38300,1.14,1.25
2009,2,38340,1.35,1.47
2009,2,38540,2.06,2.51
2009,2,38860,1.79,2.06
2009,2,38900,2.06,2.51
2009,2,38940,2.51,
2009,2,39140,2.51,
2009,2,39300,2.06,2.51
2009,2,39340,2.51,
2009,2,39380,2.06,2.51
2009,2,39460,2.51,
2009,2,39540,2.06,2.51
2009,2,39580,2.06,2.51
2009,2,39660,1.79,2.06
2009,2,39740,1.47,1.61
2009,2,39820,2.51,
2009,2,39900,2.51,
2009,2,40060,1.79,2.06
2009,2,40140,2.51,
2009,2,40220,1.47,1.61
2009,2,40340,1.47,1.61
2009,2,40380,1.25,1.35
2009,2,40420,1.79,2.06
2009,2,40580,1.47,1.61
2009,2,40660,1.35,1.47
2009,2,40900,2.51,
2009,2,40980,1.25,1.35
2009,2,41060,1.47,1.61
2009,2,41100,2.51,
2009,2,41140,1.25,1.35
2009,2,41180,1.61,1.79
2009,2,41420,2.06,2.51
2009,2,41500,2.51,
2009,2,41540,2.51,
2009,2,41620,1.61,1.79
2009,2,41660,1.25,1.35
2009,2,41700,1.47,1.61
2009,2,41740,2.51,
2009,2,41860,2.51,
2009,2,41940,2.06,2.51
2009,2,42020,2.51,
2009,2,42100,2.51,
2009,2,42140,2.51,
2009,2,42200,2.51,
2009,2,42220,2.51,
2009,2,42340,1.79,2.06
2009,2,42540,1.25,1.35
2009,2,42660,2.06,2.51
2009,2,42680,2.51,
2009,2,42700,2.51,
2009,2,43100,1.02,1.14
2009,2,43300,1.47,1.61
2009,2,43340,1.35,1.47
2009,2,43420,2.06,2.51
2009,2,43580,1.02,1.14
2009,2,43620,1.61,1.79
2009,2,43780,1.61,1.79
2009,2,43900,1.61,1.79
2009,2,44060,2.06,2.51
2009,2,44100,.51,1.02
2009,2,44140,1.61,1.79
2009,2,44180,1.79,2.06
2009,2,44220,2.06,2.51
2009,2,44300,1.35,1.47
2009,2,44420,2.06,2.51
2009,2,44700,2.51,
2009,2,44940,2.06,2.51
2009,2,45060,1.14,1.25
2009,2,45220,1.61,1.79
2009,2,45300,2.06,2.51
2009,2,45460,1.35,1.47
2009,2,45500,1.02,1.14
2009,2,45540,2.51,
2009,2,45780,1.47,1.61
2009,2,45820,1.02,1.14
2009,2,45940,.51,1.02
2009,2,46060,2.06,2.51
2009,2,46140,1.47,1.61
2009,2,46220,1.47,1.61
2009,2,46340,1.35,1.47
2009,2,46520,2.06,2.51
2009,2,46540,1.14,1.25
2009,2,46660,2.06,2.51
2009,2,46700,2.51,
2009,2,47020,1.35,1.47
2009,2,47220,1.47,1.61
2009,2,47260,2.51,
2009,2,47300,2.51,
2009,2,47380,.51,1.02
2009,2,47460,1.25,1.35
2009,2,47580,1.79,2.06
2009,2,47900,2.06,2.51
2009,2,47940,1.14,1.25
2009,2,48060,1.35,1.47
2009,2,48140,1.14,1.25
2009,2,48260,1.25,1.35
2009,2,48300,2.06,2.51
2009,2,48540,.51,1.02
2009,2,48620,1.25,1.35
2009,2,48660,1.35,1.47
2009,2,48700,1.14,1.25
2009,2,48900,2.06,2.51
2009,2,49020,2.06,2.51
2009,2,49180,1.79,2.06
2009,2,49340,2.06,2.51
2009,2,49420,1.61,1.79
2009,2,49620,1.79,2.06
2009,2,49660,1.61,1.79
2009,2,49700,2.51,
2009,2,49740,2.06,2.51
2009,3,10180,1.14,1.25
2009,3,10420,1.79,2.06
2009,3,10500,1.25,1.35
2009,3,10540,2.06,2.51
2009,3,10580,1.35,1.47
2009,3,10740,1.79,2.06
2009,3,10780,1.14,1.25
2009,3,10900,2.06,2.51
2009,3,11020,1.14,1.25
2009,3,11100,1.14,1.25
2009,3,11180,1.25,1.35
2009,3,11260,2.06,2.51
2009,3,11460,1.35,1.47
2009,3,11500,1.47,1.61
2009,3,11540,1.35,1.47
2009,3,11700,2.06,2.51
2009,3,12020,1.61,1.79
2009,3,12060,2.06,2.51
2009,3,12100,1.79,2.06
2009,3,12220,2.06,2.51
2009,3,12260,1.61,1.79
2009,3,12420,1.61,1.79
2009,3,12540,2.51,
2009,3,12580,2.06,2.51
2009,3,12620,1.47,1.61
2009,3,12700,2.51,
2009,3,12940,1.47,1.61
2009,3,12980,1.35,1.47
2009,3,13020,1.79,2.06
2009,3,13140,1.02,1.14
2009,3,13220,1.35,1.47
2009,3,13380,2.51,
2009,3,13460,2.51,
2009,3,13740,1.61,1.79
2009,3,13780,1.14,1.25
2009,3,13820,1.61,1.79
2009,3,13900,1.14,1.25
2009,3,13980,1.47,1.61
2009,3,14010,1.25,1.35
2009,3,14020,1.47,1.61
2009,3,14100,1.02,1.14
2009,3,14260,2.06,2.51
2009,3,14460,1.47,1.61
2009,3,14500,2.06,2.51
2009,3,14540,1.47,1.61
2009,3,14740,2.51,
2009,3,14860,2.06,2.51
2009,3,15180,1.14,1.25
2009,3,15260,1.79,2.06
2009,3,15380,1.14,1.25
2009,3,15500,2.06,2.51
2009,3,15540,1.47,1.61
2009,3,15680,2.51,
2009,3,15940,2.06,2.51
2009,3,15980,2.51,
2009,3,16020,1.35,1.47
2009,3,16060,1.02,1.14
2009,3,16180,1.79,2.06
2009,3,16220,1.14,1.25
2009,3,16300,1.25,1.35
2009,3,16540,1.79,2.06
2009,3,16580,1.35,1.47
2009,3,16620,.51,1.02
2009,3,16700,2.51,
2009,3,16740,2.06,2.51
2009,3,16820,2.06,2.51
2009,3,16860,1.61,1.79
2009,3,16940,1.79,2.06
2009,3,16980,1.79,2.06
2009,3,17020,2.51,
2009,3,17140,1.61,1.79
2009,3,17300,2.06,2.51
2009,3,17420,2.06,2.51
2009,3,17460,1.47,1.61
2009,3,17660,2.51,
2009,3,17780,1.14,1.25
2009,3,17820,2.51,
2009,3,17860,1.25,1.35
2009,3,17900,1.79,2.06
2009,3,17980,1.79,2.06
2009,3,18020,1.35,1.47
2009,3,18140,1.61,1.79
2009,3,18580,1.35,1.47
2009,3,18700,1.79,2.06
2009,3,18880,2.51,
2009,3,19060,1.47,1.61
2009,3,19100,1.35,1.47
2009,3,19140,1.14,1.25
2009,3,19180,1.14,1.25
2009,3,19300,2.51,
2009,3,19340,1.14,1.25
2009,3,19380,1.47,1.61
2009,3,19460,1.61,1.79
2009,3,19500,1.02,1.14
2009,3,19660,2.51,
2009,3,19740,2.06,2.51
2009,3,19780,1.25,1.35
2009,3,19820,1.79,2.06
2009,3,20020,1.79,2.06
2009,3,20100,2.51,
2009,3,20220,1.35,1.47
2009,3,20260,1.61,1.79
2009,3,20500,1.14,1.25
2009,3,20700,2.51,
2009,3,20740,1.35,1.47
2009,3,20940,2.06,2.51
2009,3,21060,1.61,1.79
2009,3,21140,1.14,1.25
2009,3,21300,1.14,1.25
2009,3,21340,1.61,1.79
2009,3,21500,1.14,1.25
2009,3,21660,2.51,
2009,3,21780,1.25,1.35
2009,3,21820,1.79,2.06
2009,3,22020,1.14,1.25
2009,3,22140,1.35,1.47
2009,3,22180,2.06,2.51
2009,3,22220,1.61,1.79
2009,3,22380,1.79,2.06
2009,3,22420,2.06,2.51
2009,3,22500,1.35,1.47
2009,3,22520,1.79,2.06
2009,3,22540,1.61,1.79
2009,3,22660,2.51,
2009,3,22900,1.25,1.35
